id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_per_night,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11162564,2119276,Host,Manhattan,Gramercy,40.73201,-73.98328,Entire Home/Apt,130,30,6,2018-10-31,0.17,39,246
11162977,58061728,Clinton,Queens,Ditmars Steinway,40.78,-73.91672,Entire Home/Apt,99,4,17,2019-06-23,0.44,1,0
11164047,58070616,Brandon,Brooklyn,Bedford-Stuyvesant,40.69032,-73.93699,Private Room,40,1,5,2018-06-17,0.12,1,0
11164599,5162894,Catherine,Manhattan,Midtown,40.74389,-73.98515,Private Room,120,1,28,2019-05-19,0.89,1,17
11164714,58076069,Rochel,Brooklyn,Williamsburg,40.71617,-73.95379,Entire Home/Apt,350,5,54,2019-06-18,1.38,1,274
11165881,36574113,Johnny,Queens,Long Island City,40.75332,-73.93343,Private Room,84,1,25,2019-06-29,2.56,1,69
11167618,58098561,Megan,Brooklyn,Park Slope,40.67923,-73.97659,Entire Home/Apt,125,2,8,2018-03-08,0.2,1,0
11173173,2856748,Ruchi,Manhattan,Upper East Side,40.76162,-73.96588,Entire Home/Apt,138,30,2,2016-08-30,0.05,49,341
11175261,32124237,Damian,Brooklyn,Prospect-Lefferts Gardens,40.65505,-73.96086,Entire Home/Apt,100,4,4,2016-10-23,0.11,1,0
11176819,58164974,Jeff,Manhattan,Hell'S Kitchen,40.75925,-73.99427,Private Room,150,4,37,2018-01-02,0.92,1,0
11178582,6980995,Dominik,Manhattan,Chinatown,40.71312,-73.99669,Private Room,90,1,5,2017-05-19,0.12,5,0
11183567,45595980,Tny,Manhattan,Upper East Side,40.76792,-73.96724,Entire Home/Apt,154,30,8,2019-05-20,0.22,12,18
11183878,20609201,Maurice,Brooklyn,Crown Heights,40.6774,-73.94888,Private Room,75,3,29,2019-06-16,0.85,1,67
11185885,1613244,Ariel,Manhattan,East Village,40.72438,-73.98782,Entire Home/Apt,110,30,10,2018-08-12,0.28,9,337
11186765,58234433,Martin,Queens,Sunnyside,40.7359,-73.91912,Private Room,129,1,52,2019-06-16,1.27,8,250
11187353,3285470,Joannie,Brooklyn,Cobble Hill,40.68498,-73.9996,Entire Home/Apt,190,31,23,2019-06-22,0.62,1,288
11187722,2772230,Jase,Manhattan,Hell'S Kitchen,40.75577,-73.99466,Entire Home/Apt,185,2,205,2019-06-20,5.83,1,233
11190303,35672187,Sharda,Manhattan,East Village,40.72196,-73.98345,Private Room,108,2,36,2019-06-21,1.18,1,51
11190497,6980995,Dominik,Manhattan,Civic Center,40.71327,-73.99853,Private Room,98,1,10,2017-08-20,0.24,5,0
11190831,18833883,Norga,Brooklyn,Bedford-Stuyvesant,40.67981,-73.94372,Entire Home/Apt,145,2,125,2019-06-30,3.23,1,271
11191242,35320932,Samantha,Manhattan,Gramercy,40.73598,-73.98161,Entire Home/Apt,125,1,19,2016-06-23,0.47,1,0
11192547,58274544,Austin,Brooklyn,Crown Heights,40.67305,-73.94533,Private Room,85,1,1,2016-02-13,0.02,1,0
11194693,29510402,Douglas,Bronx,Longwood,40.82345,-73.9033,Entire Home/Apt,89,1,185,2019-07-07,4.52,3,104
11199645,22123619,Antoine,Brooklyn,Crown Heights,40.67502,-73.9178,Private Room,43,3,10,2018-10-21,0.25,2,305
11204018,7678663,Ella,Brooklyn,Crown Heights,40.66727,-73.95274,Private Room,40,4,1,2016-03-27,0.03,1,0
11206278,15231059,Apollo,Manhattan,Lower East Side,40.72003,-73.98646,Private Room,200,3,8,2019-06-13,0.21,4,333
11210604,58388047,Jay,Manhattan,Upper West Side,40.79481,-73.97185,Private Room,40,21,11,2018-08-12,0.27,1,177
11212414,58405281,Cristina,Manhattan,Harlem,40.82485,-73.93774,Entire Home/Apt,75,1,1,2016-02-21,0.02,1,0
11216918,58437137,David,Manhattan,West Village,40.73386,-74.0046,Entire Home/Apt,199,1,10,2016-04-27,0.25,1,0
11218995,24880134,Cam,Brooklyn,Prospect Heights,40.67801,-73.96739,Private Room,70,5,2,2016-09-17,0.05,3,0
11219289,58453451,Michael,Brooklyn,East New York,40.67327,-73.8872,Private Room,33,1,147,2019-07-02,4.08,2,231
11221362,58467654,Thomas,Manhattan,Midtown,40.75771,-73.96872,Private Room,90,3,3,2017-01-02,0.07,1,0
11223328,36656552,Kandee,Manhattan,Lower East Side,40.71894,-73.99293,Entire Home/Apt,229,2,147,2019-06-14,3.9,3,283
11224100,683203,Suguna,Brooklyn,Prospect Heights,40.675,-73.9656,Private Room,34,2,2,2016-03-10,0.05,1,0
11226811,16103591,April,Manhattan,Inwood,40.86609,-73.92638,Entire Home/Apt,115,3,6,2018-04-17,0.18,1,0
11227558,58514808,David,Brooklyn,Williamsburg,40.71319,-73.95807,Entire Home/Apt,171,1,201,2019-07-01,4.87,1,293
11228502,22420999,Herman,Queens,Richmond Hill,40.69585,-73.83098,Private Room,50,2,5,2018-12-31,0.25,5,344
11228611,20134231,Paulette,Queens,Springfield Gardens,40.66275,-73.76391,Private Room,40,2,375,2019-06-16,9.26,3,336
11229663,56878925,Joyce,Queens,Forest Hills,40.72282,-73.85571,Private Room,37,25,15,2018-08-18,0.45,2,330
11236273,219970,Fely,Brooklyn,Crown Heights,40.67648,-73.9634,Private Room,36,1,19,2019-05-31,0.53,2,0
11238715,26434803,Zach,Brooklyn,Bushwick,40.69967,-73.91403,Private Room,65,7,1,2016-05-10,0.03,2,0
11239248,12317978,Megan,Manhattan,East Village,40.72814,-73.98018,Entire Home/Apt,135,2,25,2018-09-09,0.62,1,0
11244921,24058309,Abigail,Manhattan,Midtown,40.75266,-73.97378,Entire Home/Apt,160,3,1,2016-02-26,0.02,1,0
11254989,58730304,Adrienne,Manhattan,East Village,40.72434,-73.98904,Entire Home/Apt,140,1,6,2016-12-29,0.18,1,0
11255694,181201,Caroll,Brooklyn,Bedford-Stuyvesant,40.68472,-73.93145,Private Room,69,3,23,2019-01-01,0.57,1,317
11257497,56066134,Jocelyn,Manhattan,Washington Heights,40.85585,-73.93741,Entire Home/Apt,125,5,2,2017-01-01,0.05,1,0
11257690,29182025,Jonty,Manhattan,Gramercy,40.73268,-73.98551,Entire Home/Apt,700,5,87,2019-06-22,2.12,1,266
11259934,5440411,Dom,Brooklyn,Williamsburg,40.70647,-73.93265,Private Room,64,3,10,2017-08-02,0.27,1,0
11261146,58779931,Nicholas,Brooklyn,Williamsburg,40.71554,-73.94115,Entire Home/Apt,250,3,7,2019-01-02,0.38,1,0
11271036,8145820,Felix,Manhattan,East Harlem,40.79606,-73.94881,Private Room,30,1,1,2016-02-24,0.02,1,0
11272222,58857198,Melanie,Bronx,Concourse Village,40.82731,-73.91632,Private Room,100,2,54,2017-01-02,1.32,1,0
11279590,22492254,Diana Mia,Manhattan,Upper East Side,40.77416,-73.95259,Entire Home/Apt,145,5,54,2019-07-05,1.43,1,236
11279847,525856,Rick,Brooklyn,Clinton Hill,40.68354,-73.96748,Entire Home/Apt,70,6,18,2019-07-04,0.47,1,203
11281365,24258262,Hannah,Manhattan,Washington Heights,40.83336,-73.94333,Private Room,70,2,118,2019-06-30,2.93,1,283
11281913,3040512,Andrea,Manhattan,West Village,40.73292,-74.00222,Entire Home/Apt,168,1,1,2016-03-01,0.02,1,0
11282208,1779599,Bettina,Brooklyn,Bedford-Stuyvesant,40.68556,-73.92767,Entire Home/Apt,195,4,5,2018-08-16,0.14,1,15
11282348,58931360,Juliana,Manhattan,Upper West Side,40.77616,-73.98485,Entire Home/Apt,250,3,6,2016-07-06,0.15,1,0
11282788,3925093,Nina,Brooklyn,Prospect Heights,40.68018,-73.96582,Entire Home/Apt,75,16,9,2016-12-26,0.24,1,0
11291712,25052740,Nina,Brooklyn,Bedford-Stuyvesant,40.69488,-73.9434,Private Room,50,7,10,2019-01-17,0.25,3,243
11293006,59007500,Matt,Manhattan,East Village,40.72814,-73.97995,Private Room,85,1,4,2016-07-24,0.11,1,0
11294566,59018284,Dorien,Brooklyn,Bedford-Stuyvesant,40.69062,-73.93497,Private Room,28,1,5,2016-04-25,0.12,1,0
11295457,7055854,Diane,Manhattan,East Harlem,40.80296,-73.94399,Private Room,60,5,39,2019-06-06,1.2,5,271
11296590,59032240,Matt,Manhattan,Chelsea,40.74322,-73.99744,Entire Home/Apt,165,6,4,2019-04-18,0.19,1,13
11298300,4726696,Maria,Manhattan,Upper West Side,40.79589,-73.96811,Entire Home/Apt,145,1,1,2016-03-24,0.02,1,0
11301136,59066199,Dakyung,Manhattan,Upper East Side,40.77511,-73.95276,Entire Home/Apt,125,10,5,2019-04-27,0.12,1,88
11304325,59095370,Gabriella,Manhattan,West Village,40.73313,-74.00336,Entire Home/Apt,250,1,1,2016-02-25,0.02,1,0
11304836,6761373,Iquo,Brooklyn,Flatbush,40.64495,-73.95896,Entire Home/Apt,69,5,1,2019-04-13,0.34,1,0
11305815,59105771,Rachel,Manhattan,Inwood,40.86083,-73.92626,Entire Home/Apt,140,3,5,2016-12-27,0.13,1,8
11305912,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67771,-73.96979,Private Room,250,1,25,2019-05-01,0.63,13,0
11315999,5577926,Lou,Queens,Astoria,40.76821,-73.9125,Private Room,60,1,72,2019-06-15,1.82,4,0
11316570,3530018,Scott,Brooklyn,Bedford-Stuyvesant,40.69873,-73.93937,Private Room,30,50,2,2018-01-02,0.05,1,0
11317209,20527254,Eddy,Brooklyn,Williamsburg,40.70821,-73.94719,Private Room,65,2,9,2016-12-05,0.25,1,0
11319227,51025844,Kdn,Manhattan,Inwood,40.86761,-73.92718,Shared Room,29,1,93,2019-06-15,2.28,3,90
11320246,47625541,Jeff,Manhattan,East Village,40.72152,-73.97999,Private Room,65,2,4,2016-07-21,0.1,2,1
11321187,59215698,Daniela,Manhattan,Upper East Side,40.76796,-73.95205,Entire Home/Apt,130,1,21,2019-07-07,0.56,2,53
11322391,17824959,Allison,Brooklyn,Bushwick,40.69585,-73.92585,Private Room,50,2,1,2016-04-21,0.03,1,0
11322591,1525033,Monique,Brooklyn,Williamsburg,40.71055,-73.95017,Entire Home/Apt,160,7,4,2017-10-06,0.1,1,0
11324565,59070885,Eric Charles,Manhattan,Upper East Side,40.76658,-73.95224,Private Room,39,1,5,2016-04-16,0.12,1,0
11325107,3417090,Trevor,Manhattan,Gramercy,40.7328,-73.9841,Entire Home/Apt,145,1,125,2019-02-24,3.63,1,0
11325635,404629,Jazzy,Brooklyn,Bedford-Stuyvesant,40.68079,-73.95556,Entire Home/Apt,195,4,122,2019-06-30,3.01,1,236
11326009,13125944,Calvin,Manhattan,Hell'S Kitchen,40.7651,-73.98854,Private Room,79,1,2,2016-05-21,0.05,2,0
11334160,41616878,Melissa,Brooklyn,Bushwick,40.69033,-73.9083,Private Room,50,30,12,2019-05-31,0.31,4,326
11334476,47515751,Jennyfer,Manhattan,Inwood,40.86679,-73.92552,Private Room,35,3,10,2019-03-24,0.24,2,31
11334624,35095754,Lorraine,Manhattan,Lower East Side,40.72048,-73.9906,Private Room,325,2,130,2019-06-21,3.3,2,139
11335874,5650826,Colin,Manhattan,East Harlem,40.78626,-73.94429,Private Room,40,4,2,2016-04-02,0.05,1,0
11337187,22570120,Charles,Brooklyn,Williamsburg,40.70969,-73.9592,Entire Home/Apt,95,30,10,2019-02-09,0.3,2,27
11338529,59345189,Jenniffer,Manhattan,Inwood,40.86313,-73.92162,Private Room,43,2,55,2018-04-22,1.98,1,0
11339109,58179165,Meg,Brooklyn,Williamsburg,40.71175,-73.96728,Entire Home/Apt,225,1,6,2018-10-07,0.28,1,89
11339154,10990986,Daniel,Manhattan,Upper West Side,40.79153,-73.97174,Entire Home/Apt,175,3,3,2016-04-07,0.08,1,0
11343196,5368671,Kevin,Brooklyn,Cobble Hill,40.68963,-73.99259,Entire Home/Apt,94,1,39,2019-06-02,0.98,1,4
11351798,29658310,Nathaniel,Manhattan,Greenwich Village,40.73469,-73.99838,Entire Home/Apt,200,3,1,2016-05-18,0.03,1,0
11352664,26024758,Sabia,Manhattan,East Harlem,40.81357,-73.93575,Entire Home/Apt,95,2,74,2019-06-02,1.85,1,92
11355476,49621731,Angel,Manhattan,Little Italy,40.71987,-73.99729,Shared Room,65,5,19,2019-06-15,0.67,1,89
11356941,7194539,Chris,Brooklyn,Williamsburg,40.717,-73.9565,Entire Home/Apt,349,2,42,2019-06-30,1.07,1,337
11357182,6369681,Juliann,Brooklyn,Williamsburg,40.7106,-73.95884,Private Room,41,1,4,2016-06-20,0.1,1,0
11359026,59499901,Nate,Manhattan,Hell'S Kitchen,40.76189,-73.98961,Entire Home/Apt,200,3,1,2017-01-02,0.03,1,0
11359148,42389158,Han And Denyce,Brooklyn,Flatbush,40.64181,-73.9522,Entire Home/Apt,85,2,168,2019-07-06,4.22,1,246
11360407,59509831,Jaleelah A.,Brooklyn,Clinton Hill,40.68073,-73.96217,Private Room,150,2,3,2019-06-17,0.08,1,35
11360854,1565924,Johanna,Manhattan,East Harlem,40.79191,-73.94613,Private Room,65,1,1,2016-12-30,0.03,1,0
11362569,59529529,Han,Manhattan,Hell'S Kitchen,40.76179,-73.99403,Private Room,110,1,161,2019-06-30,4.42,6,165
11370047,6669178,Jay,Manhattan,Harlem,40.81696,-73.94164,Private Room,80,3,69,2019-05-25,1.7,1,3
11370207,12797993,Richard,Brooklyn,Bushwick,40.69783,-73.90998,Private Room,45,3,6,2016-11-06,0.15,1,0
11371099,59595517,Lisa,Brooklyn,Bedford-Stuyvesant,40.68164,-73.93497,Entire Home/Apt,83,4,106,2019-06-16,2.64,1,201
11371535,55618434,Donald,Bronx,Bronxdale,40.85324,-73.86506,Private Room,40,2,83,2019-06-16,2.08,1,276
11371773,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69627,-73.9345,Private Room,79,3,37,2019-06-30,0.94,7,358
11372330,9777215,Theresa,Manhattan,Harlem,40.81312,-73.94273,Entire Home/Apt,177,3,90,2019-06-22,2.59,3,175
11374387,4275336,Andy,Manhattan,Upper West Side,40.77271,-73.98811,Entire Home/Apt,190,1,2,2016-09-20,0.05,1,0
11374453,7605261,Ian,Manhattan,East Harlem,40.79766,-73.94756,Entire Home/Apt,240,2,5,2017-07-23,0.13,1,0
11375631,58110428,Mac,Manhattan,Upper East Side,40.7695,-73.9532,Entire Home/Apt,150,2,10,2017-01-04,0.25,1,0
11377233,42626435,Will,Brooklyn,Bedford-Stuyvesant,40.68789,-73.9441,Private Room,31,29,10,2017-05-28,0.25,1,0
11377777,16969920,Talita,Manhattan,Morningside Heights,40.81633,-73.96147,Entire Home/Apt,110,1,3,2017-01-10,0.09,1,0
11378048,4161553,Michael,Brooklyn,Gowanus,40.6848,-73.98894,Entire Home/Apt,120,2,5,2016-05-09,0.13,1,0
11378564,5120972,Rachel And Bart,Brooklyn,Greenpoint,40.72555,-73.95323,Entire Home/Apt,176,3,122,2019-06-26,3.63,1,54
11381288,49021868,Conor,Manhattan,Lower East Side,40.7213,-73.989,Entire Home/Apt,199,4,9,2019-01-03,0.22,1,0
11391101,59756933,Magdalena,Brooklyn,Bushwick,40.70223,-73.9148,Private Room,60,2,1,2016-03-19,0.02,1,0
11396225,9585945,Tom & Emma,Manhattan,Harlem,40.80761,-73.94249,Entire Home/Apt,140,4,7,2018-11-08,0.2,1,128
11396922,2821175,Theresa,Brooklyn,Prospect Heights,40.67948,-73.96567,Entire Home/Apt,150,21,1,2016-04-30,0.03,1,0
11398939,4218873,Elizabeth,Brooklyn,Sunset Park,40.66216,-73.98985,Private Room,55,1,1,2019-03-31,0.3,1,0
11401884,59849677,Tom & Mel,Manhattan,East Harlem,40.79736,-73.94442,Private Room,100,2,77,2019-07-06,1.9,1,235
11407817,9290968,Marco,Queens,Astoria,40.77349,-73.92648,Entire Home/Apt,112,1,2,2017-05-28,0.07,1,0
11411839,18873268,Sandy,Brooklyn,Bedford-Stuyvesant,40.69586,-73.95026,Private Room,75,5,3,2016-09-11,0.08,1,0
11412104,59916586,Eugenia,Brooklyn,Williamsburg,40.70723,-73.94939,Private Room,45,1,1,2016-04-02,0.03,1,0
11412980,59922151,Pierce,Brooklyn,Cobble Hill,40.6885,-73.99526,Entire Home/Apt,160,2,205,2019-06-30,5.08,1,6
11414971,6705983,Laurie,Queens,Jackson Heights,40.75179,-73.89015,Entire Home/Apt,100,2,6,2017-09-24,0.17,1,0
11415455,20868549,Kerri,Manhattan,East Village,40.72793,-73.98771,Entire Home/Apt,175,1,2,2016-05-21,0.05,1,0
11419133,6034691,Eleena,Manhattan,Chelsea,40.74448,-73.99221,Private Room,80,40,2,2016-12-20,0.05,1,0
11419512,59913399,Michael,Brooklyn,Williamsburg,40.71016,-73.96076,Private Room,60,3,8,2018-11-20,0.36,1,3
11419898,16098958,Jeremy & Laura,Manhattan,Financial District,40.70425,-74.00845,Entire Home/Apt,175,30,2,2016-05-07,0.05,96,312
11420840,45404393,Say,Queens,Jackson Heights,40.75106,-73.88349,Private Room,65,2,17,2019-06-16,0.44,1,314
11421477,1746436,Dami,Manhattan,West Village,40.73682,-74.00238,Entire Home/Apt,159,2,47,2019-05-27,1.16,1,361
11421994,51276298,Kayan,Queens,Ridgewood,40.70679,-73.91692,Entire Home/Apt,118,2,153,2019-06-16,3.77,1,337
11422056,59996301,Joseph,Queens,Maspeth,40.7416,-73.90684,Entire Home/Apt,120,3,88,2019-06-19,2.25,1,303
11422779,7505413,Tim,Manhattan,Lower East Side,40.71523,-73.98489,Private Room,91,2,42,2019-05-16,1.1,1,80
11431526,1449155,Hadley,Brooklyn,Carroll Gardens,40.68285,-73.99495,Entire Home/Apt,125,5,1,2016-07-05,0.03,1,0
11431871,60059749,Amanda,Brooklyn,Crown Heights,40.67283,-73.95551,Private Room,55,1,21,2017-07-26,0.53,2,0
11433561,3395433,Nick,Manhattan,East Village,40.73117,-73.98386,Entire Home/Apt,175,3,6,2019-06-02,1.91,1,0
11434570,5162192,Amy,Manhattan,Upper West Side,40.79804,-73.96135,Entire Home/Apt,140,30,19,2019-03-03,0.47,12,256
11435529,30545042,Waciuma,Brooklyn,Gowanus,40.67937,-73.98404,Private Room,40,3,1,2016-03-22,0.02,1,0
11435936,16098958,Jeremy & Laura,Manhattan,Theater District,40.76241,-73.98587,Entire Home/Apt,180,30,5,2018-06-09,0.15,96,303
11436132,217922,Eileen,Queens,Long Island City,40.74859,-73.93904,Entire Home/Apt,110,30,32,2019-05-17,0.84,1,66
11437634,25194025,Tessa & Negra,Queens,Astoria,40.75579,-73.9148,Entire Home/Apt,90,2,101,2019-06-28,2.91,1,266
11437792,354385,Chris,Brooklyn,Williamsburg,40.71004,-73.95644,Private Room,50,1,2,2017-02-12,0.07,1,0
11438189,4422962,Remo,Brooklyn,Bedford-Stuyvesant,40.67834,-73.92442,Entire Home/Apt,135,30,155,2019-05-21,3.97,1,281
11439208,9896078,Geraldine,Brooklyn,Williamsburg,40.71745,-73.9569,Private Room,60,3,1,2017-01-03,0.03,1,0
11439224,60112093,Miranda,Manhattan,Kips Bay,40.74308,-73.98172,Private Room,200,2,12,2017-12-08,0.52,1,0
11440252,1721738,Amir,Manhattan,Upper East Side,40.77327,-73.94982,Private Room,90,10,23,2019-05-21,0.6,1,8
11441692,6501137,Dee,Manhattan,West Village,40.73982,-74.00807,Entire Home/Apt,228,1,10,2017-01-01,0.25,1,0
11442506,24405972,Paula,Manhattan,Upper West Side,40.77661,-73.98228,Entire Home/Apt,250,4,3,2019-01-02,0.08,1,0
11442670,60145132,Annett And Chuck,Queens,Jamaica,40.69462,-73.80178,Private Room,40,1,1,2016-10-08,0.03,1,88
11444671,60163700,Dee,Manhattan,Harlem,40.82283,-73.95247,Private Room,65,14,42,2019-05-24,1.04,4,185
11450373,2856748,Ruchi,Manhattan,West Village,40.73642,-74.00263,Entire Home/Apt,188,30,2,2016-11-01,0.06,49,342
11451070,31500454,Maria,Manhattan,Morningside Heights,40.8042,-73.96507,Entire Home/Apt,130,5,1,2016-03-04,0.02,1,0
11451660,2266717,Thais & Antoine,Brooklyn,Greenpoint,40.72306,-73.94786,Entire Home/Apt,140,2,43,2019-01-06,1.06,1,0
11452070,17038671,Anthony,Manhattan,West Village,40.73133,-74.00459,Private Room,130,1,74,2018-07-27,1.86,2,243
11452547,1621363,Elizabeth,Brooklyn,Boerum Hill,40.68623,-73.98956,Entire Home/Apt,300,29,7,2019-01-13,0.19,2,312
11452989,12531773,Renata,Manhattan,Harlem,40.82195,-73.95508,Private Room,50,4,64,2019-06-16,3.31,2,162
11453029,22169347,Laura,Brooklyn,Crown Heights,40.6758,-73.95578,Entire Home/Apt,75,4,6,2018-08-27,0.16,1,0
11453784,2119276,Host,Manhattan,Chelsea,40.7437,-73.99476,Entire Home/Apt,200,30,7,2019-06-14,0.49,39,311
11455372,16245414,Shae,Brooklyn,Bushwick,40.69322,-73.92378,Entire Home/Apt,250,1,6,2018-03-11,0.15,4,0
11456592,60244293,Savannah,Brooklyn,Bedford-Stuyvesant,40.68647,-73.92849,Entire Home/Apt,112,2,168,2019-06-21,4.11,2,291
11457413,16098958,Jeremy & Laura,Manhattan,Financial District,40.70563,-74.00658,Entire Home/Apt,170,30,3,2017-04-22,0.1,96,312
11457547,16589150,Daniel,Manhattan,East Village,40.72526,-73.99031,Private Room,79,2,14,2016-06-17,0.34,1,0
11458818,16098958,Jeremy & Laura,Manhattan,Theater District,40.76279,-73.9854,Entire Home/Apt,285,30,7,2018-12-16,0.19,96,311
11459084,20175896,Zack,Manhattan,Lower East Side,40.72132,-73.98369,Private Room,110,3,26,2019-04-22,0.64,1,0
11459958,60266817,Alberto,Brooklyn,Williamsburg,40.71213,-73.95654,Entire Home/Apt,690,1,91,2019-06-23,2.28,1,169
11460993,60278793,Lisa,Manhattan,Harlem,40.81575,-73.94913,Entire Home/Apt,169,3,96,2019-06-17,2.51,1,39
11461331,12981247,Allison,Brooklyn,Crown Heights,40.67677,-73.93783,Private Room,60,3,1,2016-04-01,0.03,1,0
11461524,16919101,Eric,Brooklyn,Greenpoint,40.72474,-73.95508,Private Room,70,2,28,2018-10-12,1.12,1,0
11461798,60281397,Lugao,Manhattan,Upper West Side,40.79576,-73.96856,Private Room,150,2,21,2019-05-08,0.53,3,333
11465084,48870027,Selim,Manhattan,East Village,40.72697,-73.98072,Entire Home/Apt,160,4,19,2019-06-11,0.48,1,343
11470210,60346942,Josh & Madeleine,Brooklyn,Bedford-Stuyvesant,40.69165,-73.943,Private Room,50,1,210,2019-05-28,5.17,4,189
11474664,15145474,Denisse,Queens,Ozone Park,40.68165,-73.84558,Entire Home/Apt,120,4,70,2019-06-05,1.76,4,51
11474808,1524765,Christopher,Brooklyn,Clinton Hill,40.68701,-73.96174,Entire Home/Apt,140,3,4,2016-08-07,0.11,1,0
11477869,60401178,Dan,Brooklyn,Gowanus,40.67884,-73.99238,Entire Home/Apt,619,5,9,2019-04-21,0.23,1,54
11478813,60409176,C.E.,Manhattan,Flatiron District,40.73994,-73.99005,Entire Home/Apt,600,5,28,2019-05-26,0.71,1,338
11479334,24031106,James,Manhattan,Harlem,40.81086,-73.94037,Entire Home/Apt,76,14,2,2017-09-03,0.05,1,0
11481037,60294559,Vidya,Manhattan,Midtown,40.75321,-73.97215,Shared Room,75,1,2,2018-01-01,0.1,1,0
11481639,51278789,Grace,Queens,Corona,40.73884,-73.8665,Private Room,40,16,34,2019-05-11,0.87,2,146
11483117,60446325,Taniesha,Brooklyn,Clinton Hill,40.69483,-73.96403,Private Room,54,2,30,2019-06-05,1.17,1,333
11484489,10174622,Ash,Manhattan,Nolita,40.72225,-73.99473,Entire Home/Apt,140,2,44,2019-07-07,1.1,1,110
11486601,4964682,Luis And Oriana,Manhattan,Marble Hill,40.87665,-73.90855,Entire Home/Apt,131,3,43,2019-06-15,1.18,1,317
11490215,8536366,Shai,Manhattan,Morningside Heights,40.80792,-73.96728,Entire Home/Apt,450,5,9,2019-06-24,0.33,1,329
11490744,24743701,Renata And Howard,Brooklyn,Prospect-Lefferts Gardens,40.65976,-73.95604,Entire Home/Apt,175,2,123,2019-06-23,3.32,2,67
11491051,60500336,Adam,Manhattan,Murray Hill,40.74573,-73.97802,Entire Home/Apt,100,1,1,2016-04-01,0.03,1,0
11493255,60516459,Ana,Manhattan,Upper West Side,40.77156,-73.98284,Private Room,280,2,60,2019-06-18,1.47,1,317
11495721,51646459,Attika,Brooklyn,Bedford-Stuyvesant,40.68674,-73.93375,Entire Home/Apt,135,30,26,2017-01-01,0.64,1,365
11496210,15145474,Denisse,Queens,Ozone Park,40.68084,-73.84765,Entire Home/Apt,87,4,86,2019-06-10,2.13,4,58
11496607,60542135,Amal & Emad,Manhattan,Harlem,40.80187,-73.94705,Entire Home/Apt,165,3,60,2019-06-17,1.49,1,278
11496968,831572,Rupert,Brooklyn,Fort Greene,40.69277,-73.97449,Entire Home/Apt,170,1,12,2016-10-16,0.3,1,0
11497938,60501531,John,Bronx,Spuyten Duyvil,40.88058,-73.91812,Entire Home/Apt,79,186,7,2016-07-30,0.18,1,365
11503335,6502531,Andrea,Manhattan,Chelsea,40.74549,-73.99473,Private Room,84,1,13,2018-08-27,0.36,2,23
11503509,60596749,Neil,Manhattan,Morningside Heights,40.80752,-73.96713,Entire Home/Apt,375,7,5,2016-09-06,0.14,1,0
11505981,60615372,Katy,Manhattan,Upper East Side,40.78222,-73.94725,Entire Home/Apt,135,2,31,2018-01-03,0.83,1,0
11506248,923791,Daniel,Brooklyn,South Slope,40.66397,-73.98538,Private Room,125,1,7,2017-10-19,0.17,2,0
11509497,60639864,Joseph,Brooklyn,Bedford-Stuyvesant,40.68962,-73.95169,Private Room,79,1,16,2019-06-19,0.41,1,0
11511431,23901404,Ray,Manhattan,Harlem,40.82334,-73.94811,Entire Home/Apt,165,2,90,2019-07-07,2.58,1,35
11511466,1827164,Diana,Manhattan,Upper East Side,40.77287,-73.95292,Entire Home/Apt,300,31,1,2016-10-18,0.03,1,201
11511592,17752872,Cleo,Manhattan,Harlem,40.83038,-73.94531,Private Room,45,1,2,2016-04-26,0.05,1,0
11512962,2119276,Host,Manhattan,Midtown,40.76687,-73.98273,Entire Home/Apt,400,30,2,2016-12-11,0.06,39,188
11513480,47105925,Afnan,Brooklyn,Crown Heights,40.6718,-73.94266,Private Room,40,2,2,2016-03-23,0.05,1,0
11514023,50462669,Mo,Manhattan,Upper West Side,40.7939,-73.97404,Private Room,60,3,2,2016-04-15,0.05,1,0
11514756,60688035,Marta,Manhattan,Midtown,40.75921,-73.97361,Private Room,250,3,167,2019-06-15,4.42,2,198
11521447,19249692,Peter,Manhattan,Chinatown,40.71659,-73.98949,Entire Home/Apt,199,3,92,2019-07-06,2.28,1,48
11522815,60753668,Therese,Brooklyn,Williamsburg,40.71946,-73.94193,Entire Home/Apt,130,30,42,2018-06-29,1.06,1,0
11524437,21937063,Ari,Manhattan,East Harlem,40.79712,-73.93469,Private Room,44,6,14,2019-06-03,0.35,1,335
11526590,576387,Noah,Manhattan,Nolita,40.7219,-73.99669,Entire Home/Apt,200,5,5,2016-10-17,0.12,1,0
11526684,21960625,Erjon,Queens,Flushing,40.75485,-73.82138,Entire Home/Apt,90,3,1,2016-03-25,0.02,1,0
11529142,149430,Tida,Manhattan,East Harlem,40.78687,-73.94542,Entire Home/Apt,120,5,35,2019-07-01,1.27,2,303
11529406,14406362,Melissa,Brooklyn,Bay Ridge,40.62637,-74.02989,Entire Home/Apt,100,4,2,2017-10-23,0.09,1,0
11531130,740029,Emily,Brooklyn,Williamsburg,40.70997,-73.9647,Entire Home/Apt,100,1,1,2016-03-13,0.02,1,0
11531322,60817772,Robina,Brooklyn,Sunset Park,40.66052,-73.9939,Entire Home/Apt,200,4,1,2016-08-12,0.03,1,0
